issue_id,timestamp,category,description,municipality,district,state,age_group,gender,origin,responsible_entity_id,responsible_entity_name,responsible_entity_level,description_length,description_words,has_verkehr_keywords,has_bildung_keywords,has_umwelt_keywords,has_gesundheit_keywords,hour,day_of_week,day_of_month,week_of_year,month,quarter,is_weekend,is_business_hours,is_morning,is_afternoon
ISS_20250613033740_9373,2024-07-05 03:47:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für die Anerkennung meiner ausländischen Impfzeugnisse dauert schon drei Monate. Meine Kinder können deshalb nicht in die Kita und ich finde keine Arbeit im Gesundheitswesen, obwohl Fachkräfte gesucht werden.",Olpe,Stadt,Nordrhein-Westfalen,35-44,male,migrant_non_eu,LAND_11_SM,Berlin - Ministerium für Soziales,Land,242,33,False,True,False,False,3,4,5,27,7,3,False,False,False,False
ISS_20250613033922_6178,2023-06-12 10:46:00,Bildung,"Die Turnhalle der Grundschule Striegistal ist seit drei Monaten wegen Wasserschädens gesperrt. Mein Sohn und seine Klassenkameraden müssen seitdem den Sportunterricht in einem viel zu kleinen Klassenraum abhalten, was einfach nicht akzeptabel ist.",Striegistal,Gemeinde,Sachsen,45-54,female,citizen,LAND_16_BM,Thüringen - Ministerium für Bildung,Land,247,33,False,True,False,False,10,0,12,24,6,2,False,True,True,False
ISS_20250613034241_9153,2023-09-06 14:49:00,Gesundheit,Die Wartezeit beim Hausarzt in Neuhausen dauert mittlerweile über drei Wochen für einen normalen Termin. Für eine Gemeinde unserer Größe ist das nicht akzeptabel - wir brauchen dringend mehr Ärzte oder längere Sprechzeiten.,Neuhausen/Spree,Gemeinde,Brandenburg,35-44,male,citizen,LAND_01_SM,Schleswig-Holstein - Ministerium für Soziales,Land,223,33,False,False,False,True,14,2,6,36,9,3,False,True,False,True
ISS_20250613033703_1511,2025-05-13 09:50:00,Migration,Die Bearbeitung meines Antrags auf Verlängerung der Aufenthaltserlaubnis dauert bereits vier Monate. Ohne gültigen Ausweis kann ich nicht arbeiten und meine Familie nicht versorgen - bitte beschleunigen Sie das Verfahren.,Obere Warnow,Gemeinde,Mecklenburg-Vorpommern,55-64,male,migrant_non_eu,LAND_07_SM,Rheinland-Pfalz - Ministerium für Soziales,Land,221,30,False,False,False,False,9,1,13,20,5,2,False,True,True,False
ISS_20250613033925_6963,2024-01-27 00:15:00,Sicherheit,"Die Straßenbeleuchtung in der Kirchgasse ist seit Wochen kaputt, wodurch der Weg abends völlig dunkel ist. Besonders für ältere Bewohner und Kinder ist das sehr gefährlich - es gab bereits mehrere Stürze wegen der schlechten Sicht.",Oberleichtersbach,Gemeinde,Bayern,45-54,male,citizen,LAND_03_IM,Niedersachsen - Ministerium des Innern,Land,231,36,True,False,False,False,0,5,27,4,1,1,True,False,False,False
ISS_20250613033954_1061,2024-06-16 08:35:00,Migration,"Die Bearbeitungszeiten für Aufenthaltstitel im Bürgerbüro sind viel zu lang - meine Freundin wartet schon seit vier Monaten auf einen Termin für die Verlängerung. Das kann doch nicht normal sein, dass alles so lange dauert.",Derschen,Gemeinde,Rheinland-Pfalz,25-34,female,citizen,LAND_11_SM,Berlin - Ministerium für Soziales,Land,223,35,False,False,False,False,8,6,16,24,6,2,True,True,True,False
ISS_20250613033900_1149,2023-12-26 14:25:00,Migration,"Die Bearbeitungszeiten im Bürgerbüro sind seit Monaten extrem lang geworden. Für einen einfachen Personalausweis muss man wochenlang auf einen Termin warten, das ist unzumutbar für berufstätige Menschen.",Wiesenfelden,Gemeinde,Bayern,18-24,female,citizen,LAND_03_SM,Niedersachsen - Ministerium für Soziales,Land,203,27,False,False,False,False,14,1,26,52,12,4,False,True,False,True
ISS_20250613033804_4878,2023-01-30 14:53:00,Migration,"Die Wartezeiten im Bürgerbüro sind seit Monaten unerträglich geworden. Für einen einfachen Passantrag muss man jetzt über drei Stunden warten, weil das Personal völlig überlastet ist und zu wenig Termine verfügbar sind.",Freising,Stadt,Bayern,25-34,female,citizen,LAND_03_SM,Niedersachsen - Ministerium für Soziales,Land,219,32,False,False,False,False,14,0,30,5,1,1,False,True,False,True
ISS_20250613033915_6084,2025-03-06 23:16:00,Verkehr,Die Baustelle in der Wilhelmstraße dauert schon seit drei Monaten und es gibt keine Umleitung. Jeden Morgen stehe ich im Stau und komme zu spät zur Arbeit. Wann wird das endlich fertig?,Seesen,Stadt,Niedersachsen,45-54,female,citizen,LAND_13_VM,Mecklenburg-Vorpommern - Ministerium für Verkehr,Land,185,32,True,False,False,False,23,3,6,10,3,1,False,False,False,False
ISS_20250613034153_2358,2025-04-19 07:28:00,Sicherheit,"Die Straßenbeleuchtung in der Lindenstraße ist seit drei Wochen kaputt, wodurch der Gehweg abends völlig dunkel ist. Als Anwohner fühle ich mich unsicher beim Nachhausegehen und befürchte, dass es zu Unfällen oder Straftaten kommen könnte.",Weißendorf,Gemeinde,Thüringen,25-34,male,citizen,LAND_08_IM,Baden-Württemberg - Ministerium des Innern,Land,239,35,True,False,False,False,7,5,19,16,4,2,True,False,True,False
ISS_20250613033725_4665,2023-01-10 00:48:00,Migration,Das Bürgerbüro in Salzatal ist völlig überlastet - ich warte seit drei Monaten auf meinen neuen Personalausweis und bekomme nie einen Termin. Die wenigen Mitarbeiter schaffen die vielen Anträge einfach nicht mehr.,Salzatal,Gemeinde,Sachsen-Anhalt,18-24,female,citizen,LAND_09_SM,Bayern - Ministerium für Soziales,Land,213,32,False,False,False,False,0,1,10,2,1,1,False,False,False,False
ISS_20250613033837_1890,2024-09-03 00:56:00,Bildung,"Die Schule meines Sohnes hat seit Monaten keinen Deutschlehrer für die Förderklasse. Mein Kind braucht dringend zusätzliche Sprachunterstützung, aber der Unterricht fällt ständig aus oder wird von fachfremden Lehrern übernommen.",Triptis,Stadt,Thüringen,35-44,female,migrant_non_eu,LAND_10_BM,Saarland - Ministerium für Bildung,Land,228,30,False,True,False,False,0,1,3,36,9,3,False,False,False,False
ISS_20250613033704_5888,2023-03-02 12:13:00,Verkehr,"Die Schlaglöcher in der Breiten Straße sind eine Katastrophe - mein Auto wurde schon zweimal beschädigt und andere Autofahrer weichen gefährlich aus. Wann wird hier endlich was gemacht, bevor noch ein Unfall passiert?",Wolmirstedt,Stadt,Sachsen-Anhalt,45-54,male,citizen,LAND_14_VM,Sachsen - Ministerium für Verkehr,Land,217,33,True,False,False,False,12,3,2,9,3,1,False,True,True,True
ISS_20250613034050_5773,2024-06-28 00:19:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro funktioniert seit Wochen nicht richtig - man wird immer wieder rausgeschmissen und muss von vorne anfangen. Für uns ältere Bürger ist das sehr frustrierend, wir brauchen dringend eine einfachere Lösung.",Giekau,Gemeinde,Schleswig-Holstein,45-54,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,246,35,False,False,False,False,0,4,28,26,6,2,False,False,False,False
ISS_20250613034018_9624,2024-08-12 13:44:00,Digitalisierung,"Die Online-Terminbuchung für meinen Aufenthaltstitel funktioniert seit Wochen nicht richtig - die Seite lädt nicht oder zeigt Fehlermeldungen. Ich brauche dringend einen Termin, aber telefonisch ist niemand erreichbar.",Haiger,Stadt,Hessen,18-24,female,migrant_non_eu,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,218,28,False,False,False,False,13,0,12,33,8,3,False,True,False,True
ISS_20250613033915_9135,2023-10-26 10:59:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro ist seit Wochen außer Betrieb und am Telefon erreicht man niemanden. Muss ich wirklich um 7 Uhr morgens anstehen, nur um einen Personalausweis zu beantragen?",Ohrdruf,Stadt,Thüringen,35-44,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,201,30,False,False,False,False,10,3,26,43,10,4,False,True,True,False
ISS_20250613034002_7065,2025-04-11 01:26:00,Gesundheit,"Die Wartezeit beim Gesundheitsamt für die Anerkennung meiner ausländischen Arztdiplome dauert bereits acht Monate. Meine Familie ist auf mein Einkommen angewiesen, aber ich kann nicht als Arzt arbeiten ohne die deutsche Anerkennung.",Rotenburg (Wümme),Stadt,Niedersachsen,45-54,male,migrant_non_eu,LAND_11_SM,Berlin - Ministerium für Soziales,Land,232,32,False,False,False,True,1,4,11,15,4,2,False,False,False,False
ISS_20250613033855_1855,2025-05-17 08:07:00,Wirtschaft,"Die örtlichen Geschäfte in Dotternhausen schließen immer früher und am Wochenende ist fast alles zu. Als berufstätige Mutter kann ich kaum noch einkaufen und muss ständig nach Balingen fahren, was zusätzliche Kosten verursacht.",Dotternhausen,Gemeinde,Baden-Württemberg,45-54,female,migrant_eu,LAND_15_MW,Sachsen-Anhalt - Ministerium für Wirtschaft,Land,227,33,False,False,False,False,8,5,17,20,5,2,True,True,True,False
ISS_20250613034036_6731,2023-10-14 00:58:00,Gesundheit,"Die Wartezeit beim Hausarzt in Marlow ist inzwischen unerträglich - drei Wochen für einen Termin bei akuten Beschwerden! Meine Kinder und ich müssen ständig nach Ribnitz fahren, weil hier einfach zu wenige Ärzte sind.",Marlow,Stadt,Mecklenburg-Vorpommern,35-44,female,citizen,LAND_08_GM,Baden-Württemberg - Ministerium für Gesundheit,Land,217,34,False,False,False,True,0,5,14,41,10,4,True,False,False,False
ISS_20250613034156_2965,2023-05-18 05:21:00,Digitalisierung,"Das Online-Portal für die Anmeldung meines Kindes im Kindergarten funktioniert seit Wochen nicht richtig. Ich kann keine Dokumente hochladen und bekomme immer Fehlermeldungen, obwohl der Anmeldeschluss bald ist.",Niederstetten,Stadt,Baden-Württemberg,25-34,female,migrant_non_eu,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,211,28,False,False,False,False,5,3,18,20,5,2,False,False,False,False
ISS_20250613033727_8500,2025-04-29 17:36:00,Digitalisierung,"Das Online-Portal der Stadt ist ständig überlastet und stürzt ab, wenn man Anträge stellen will. Termine kann man nur noch telefonisch buchen, weil die Buchungsseite seit Monaten nicht funktioniert - das ist doch peinlich im Jahr 2024!",Parsberg,Stadt,Bayern,25-34,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,235,37,False,False,False,False,17,1,29,18,4,2,False,True,False,True
ISS_20250613034033_7166,2025-02-14 11:22:00,Sicherheit,"Die Beleuchtung am Fußweg zwischen Bahnhof und Innenstadt ist seit Wochen kaputt. Abends ist es dort stockdunkel und ich fühle mich als Frau sehr unsicher, besonders wenn ich spät von der Arbeit komme.",Ellwangen (Jagst),Stadt,Baden-Württemberg,35-44,female,citizen,LAND_10_IM,Saarland - Ministerium des Innern,Land,201,33,True,False,False,False,11,4,14,7,2,1,False,True,True,False
ISS_20250613034206_1384,2025-05-12 12:42:00,Umwelt,"Die Mülltrennung in unserer Straße funktioniert nicht richtig - die Müllabfuhr leert alle Tonnen in dasselbe Fahrzeug. Das ist frustrierend für uns Bürger, die sich Mühe mit der Sortierung geben, und schadet der Umwelt.",Schnakenbek,Gemeinde,Schleswig-Holstein,45-54,female,migrant_eu,LAND_14_UM,Sachsen - Ministerium für Umwelt,Land,219,34,True,False,True,False,12,0,12,20,5,2,False,True,True,True
ISS_20250613033820_9633,2023-12-26 09:11:00,Digitalisierung,"Das Online-Portal der Gemeinde ist total veraltet und funktioniert auf dem Handy überhaupt nicht. Ich kann keinen Termin buchen oder Formulare ausfüllen, weil die Seite ständig abstürzt - das ist echt nervig für uns junge Leute!",Dischingen,Gemeinde,Baden-Württemberg,18-24,diverse,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,228,36,False,False,False,False,9,1,26,52,12,4,False,True,True,False
ISS_20250613033700_3464,2023-04-18 11:38:00,Bildung,"Die Turnhalle der 15. Grundschule in Striesen ist seit drei Monaten wegen Wasserschäden gesperrt. Mein Sohn und seine Klasse haben seitdem keinen Sportunterricht mehr, das kann doch nicht sein!",Dresden,Stadt,Sachsen,45-54,male,citizen,LAND_16_BM,Thüringen - Ministerium für Bildung,Land,193,29,False,True,False,False,11,1,18,16,4,2,False,True,True,False
ISS_20250613033849_5682,2025-04-23 06:01:00,Sicherheit,"Die Straßenbeleuchtung in der Wiesenstraße ist seit Wochen kaputt, wodurch der Weg zur Bushaltestelle abends völlig dunkel ist. Als Frau fühle ich mich dort sehr unsicher und bitte um schnelle Reparatur der Lampen.",Seevetal,Gemeinde,Niedersachsen,45-54,female,citizen,LAND_16_IM,Thüringen - Ministerium des Innern,Land,214,33,True,False,False,False,6,2,23,17,4,2,False,False,True,False
ISS_20250613034206_3870,2023-08-30 00:48:00,Sicherheit,"Die Straßenbeleuchtung in der Gartenstraße ist seit drei Wochen ausgefallen, wodurch der Gehweg abends völlig dunkel ist. Als Frau fühle ich mich dort sehr unsicher und bitte um schnelle Reparatur der Lampen.",Heilsbronn,Stadt,Bayern,45-54,female,citizen,LAND_16_IM,Thüringen - Ministerium des Innern,Land,208,32,True,False,False,False,0,2,30,35,8,3,False,False,False,False
ISS_20250613033739_7752,2024-07-01 17:16:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits über ein Jahr. Meine Kinder warten in der Heimat und ich bekomme keine konkreten Auskünfte über den Bearbeitungsstand - das ist für uns alle sehr belastend.,Gengenbach,Stadt,Baden-Württemberg,35-44,female,citizen,LAND_05_SM,Nordrhein-Westfalen - Ministerium für Soziales,Land,230,34,False,False,False,False,17,0,1,27,7,3,False,True,False,True
ISS_20250613034251_5831,2023-02-24 13:37:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Reparaturservice dauert jetzt schon über zwei Monate. Ich brauche endlich die Genehmigung, um arbeiten zu können und meine Familie zu ernähren. Wann kann ich mit einer Antwort rechnen?",Straelen,Stadt,Nordrhein-Westfalen,35-44,male,migrant_eu,LAND_03_MW,Niedersachsen - Ministerium für Wirtschaft,Land,224,33,False,False,False,False,13,4,24,8,2,1,False,True,False,True
ISS_20250613034124_4689,2025-05-03 10:35:00,Verkehr,"Die Durchgangsstraße durch Bitz ist viel zu eng für die vielen LKWs, die täglich durchfahren. Besonders beim Schulweg meiner Enkelkinder ist das sehr gefährlich, weil die Gehwege kaum Platz bieten und die Fahrer oft zu schnell fahren.",Bitz,Gemeinde,Baden-Württemberg,55-64,female,citizen,LAND_03_VM,Niedersachsen - Ministerium für Verkehr,Land,234,37,True,False,False,False,10,5,3,18,5,2,True,True,True,False
ISS_20250613034237_9674,2023-01-09 12:50:00,Wirtschaft,"Die Beratung im Jobcenter war sehr schlecht - die Mitarbeiterin konnte mir nicht erklären, welche Papiere ich für die Anerkennung meiner Ausbildung brauche. Ich warte schon drei Monate auf einen Termin bei der richtigen Stelle.",Burkau,Gemeinde,Sachsen,18-24,female,migrant_non_eu,LAND_16_MW,Thüringen - Ministerium für Wirtschaft,Land,227,35,False,False,False,False,12,0,9,2,1,1,False,True,True,True
ISS_20250613033659_1685,2024-04-15 02:26:00,Umwelt,"Der Bauhof hat seit drei Wochen die Grünschnittabfälle am Waldrand hinter der Siedlung nicht abgeholt. Das lockt Ungeziefer an und stinkt inzwischen so stark, dass wir die Fenster nicht mehr öffnen können.",Weißenstadt,Stadt,Bayern,45-54,male,citizen,LAND_15_MW,Sachsen-Anhalt - Ministerium für Wirtschaft,Land,205,32,False,False,True,False,2,0,15,16,4,2,False,False,False,False
ISS_20250613034114_8466,2023-01-14 08:54:00,Verkehr,"Die Bushaltestelle an der Dorfstraße hat kein Wartehäuschen und bei Regen stehen die Schulkinder völlig im Nassen. Besonders für die Grundschüler ist das unzumutbar, wenn sie morgens 20 Minuten auf den Bus warten müssen.",Oberaurach,Gemeinde,Bayern,45-54,female,citizen,LAND_15_VM,Sachsen-Anhalt - Ministerium für Verkehr,Land,220,34,True,False,False,False,8,5,14,2,1,1,True,True,True,False
ISS_20250613033851_5947,2023-10-08 10:59:00,Digitalisierung,Die Online-Terminbuchung für das Bürgerbüro ist seit Wochen außer Betrieb und am Telefon ist ständig besetzt. Für einen simplen Personalausweis-Antrag muss ich jetzt extra einen Tag Urlaub nehmen und stundenlang anstehen.,Lügde,Stadt,Nordrhein-Westfalen,25-34,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,221,31,False,False,False,False,10,6,8,40,10,4,True,True,True,False
ISS_20250613034247_2512,2024-12-20 05:19:00,Migration,"Die Bearbeitungszeiten im Ausländeramt sind völlig inakzeptabel - mein Kollege wartet seit vier Monaten auf seinen Aufenthaltstitel und kann deshalb nicht arbeiten. Das schadet auch unserem Betrieb, weil wir dringend Fachkräfte brauchen.",Brüggen,Gemeinde,Nordrhein-Westfalen,25-34,male,citizen,LAND_09_SM,Bayern - Ministerium für Soziales,Land,237,32,False,False,False,False,5,4,20,51,12,4,False,False,False,False
ISS_20250613033805_4332,2023-09-03 22:58:00,Migration,"Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits über ein Jahr, obwohl alle Unterlagen vollständig eingereicht wurden. Meine Familie wartet verzweifelt auf eine Antwort - bitte beschleunigen Sie das Verfahren endlich.",Hoyerswerda,Stadt,Sachsen,45-54,male,citizen,LAND_02_SM,Hamburg - Ministerium für Soziales,Land,242,31,False,False,False,False,22,6,3,35,9,3,True,False,False,False
ISS_20250613034050_8667,2023-06-15 03:42:00,Migration,"Das Ausländeramt in Gransee hat extrem lange Wartezeiten und ist nur schwer telefonisch erreichbar. Mein Antrag auf Familienzusammenführung liegt seit drei Monaten ohne Rückmeldung dort, obwohl alle Unterlagen vollständig eingereicht wurden.",Gransee,Stadt,Brandenburg,25-34,female,citizen,LAND_12_SM,Brandenburg - Ministerium für Soziales,Land,241,31,False,False,False,False,3,3,15,24,6,2,False,False,False,False
ISS_20250613033918_2446,2023-10-04 07:42:00,Bildung,"Die Volkshochschule hat schon wieder den Computerkurs für Senioren abgesagt - das ist bereits das dritte Mal dieses Jahr. Wir älteren Bürger haben auch ein Recht darauf, den Umgang mit Internet und Handy zu lernen!",Crimmitschau,Stadt,Sachsen,65+,female,citizen,LAND_03_BM,Niedersachsen - Ministerium für Bildung,Land,214,35,False,True,False,False,7,2,4,40,10,4,False,False,True,False
ISS_20250613034205_9813,2023-09-07 11:13:00,Sicherheit,"Die Straßenbeleuchtung in der Bahnhofstraße ist seit Wochen kaputt, nachts ist es dort stockfinster. Als Student, der oft spät von der Arbeit kommt, fühle ich mich sehr unsicher auf dem Heimweg - könnte das bitte schnell repariert werden?",Plankenfels,Gemeinde,Bayern,18-24,male,migrant_eu,LAND_16_UM,Thüringen - Ministerium für Umwelt,Land,238,38,True,False,False,False,11,3,7,36,9,3,False,True,True,False
ISS_20250613034006_4626,2023-04-07 19:46:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro ist seit Wochen außer Betrieb und am Telefon erreicht man niemanden. Für einen einfachen Personalausweis-Antrag muss ich jetzt extra frei nehmen und hoffen, dass ich ohne Termin drankomme.",Bad Laasphe,Stadt,Nordrhein-Westfalen,25-34,female,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,232,33,False,False,False,False,19,4,7,14,4,2,False,False,False,False
ISS_20250613034053_5070,2023-02-28 14:45:00,Sicherheit,"Die Straßenbeleuchtung in der Dorfstraße ist seit Monaten kaputt, nachts ist es dort stockfinster. Als Vater mache ich mir Sorgen um die Sicherheit meiner Familie, wenn wir abends nach Hause kommen.",Jamlitz,Gemeinde,Brandenburg,25-34,male,migrant_eu,LAND_05_UM,Nordrhein-Westfalen - Ministerium für Umwelt,Land,198,31,True,False,False,False,14,1,28,9,2,1,False,True,False,True
ISS_20250613034117_6874,2024-03-02 20:23:00,Sicherheit,"Die Beleuchtung am Fußweg zwischen Bahnhof und Innenstadt ist seit Wochen kaputt. Als Frau fühle ich mich dort abends sehr unsicher, besonders nach der Arbeit wenn es dunkel ist.",Würselen,Stadt,Nordrhein-Westfalen,25-34,female,citizen,LAND_06_IM,Hessen - Ministerium des Innern,Land,178,29,True,False,False,False,20,5,2,9,3,1,True,False,False,False
ISS_20250613033743_3037,2024-02-08 21:19:00,Verkehr,Die Bushaltestelle an der Molmecker Straße hat kein Wartehäuschen und bei Regen stehen alle Fahrgäste im Freien. Besonders für ältere Menschen und Familien mit Kindern ist das unzumutbar - bitte um Aufstellung eines Unterstand.,Hettstedt,Stadt,Sachsen-Anhalt,25-34,female,citizen,LAND_02_VM,Hamburg - Ministerium für Verkehr,Land,227,34,True,False,False,False,21,3,8,6,2,1,False,False,False,False
ISS_20250613034040_9486,2024-09-18 14:29:00,Migration,Die Bearbeitung meines Antrags auf Familienzusammenführung dauert bereits über acht Monate ohne jede Rückmeldung vom Ausländeramt. Meine Frau wartet in der Heimat und wir brauchen endlich eine Antwort oder wenigstens einen Termin für ein Gespräch.,Petersberg,Gemeinde,Hessen,25-34,male,citizen,LAND_08_SM,Baden-Württemberg - Ministerium für Soziales,Land,247,35,False,False,False,False,14,2,18,38,9,3,False,True,False,True
ISS_20250613033902_6058,2024-05-18 17:53:00,Digitalisierung,"Die Online-Terminbuchung für das Bürgerbüro ist seit Wochen außer Betrieb und am Telefon erreicht man niemanden. Für einen einfachen Personalausweis-Antrag muss ich jetzt extra nach Falkensee fahren, weil hier nichts digital funktioniert.",Schönwalde-Glien,Gemeinde,Brandenburg,45-54,male,citizen,BUND_BUNDESMINISTERIUM_FÜR_DIGITALES_UND_VERKEHR,Bundesministerium für Digitales und Verkehr,Bund,238,32,False,False,False,False,17,5,18,20,5,2,True,True,False,True
ISS_20250613033918_1346,2023-11-18 14:41:00,Bildung,In der örtlichen Volkshochschule wurden die Computerkurse für Senioren drastisch reduziert. Wir älteren Bürger brauchen aber Unterstützung beim Umgang mit digitalen Behördendiensten und Online-Banking - das kann doch nicht einfach gestrichen werden!,Willich,Stadt,Nordrhein-Westfalen,65+,diverse,citizen,LAND_12_BM,Brandenburg - Ministerium für Bildung,Land,249,32,False,True,False,False,14,5,18,46,11,4,True,True,False,True
ISS_20250613034046_6621,2024-04-05 19:45:00,Umwelt,Die Mülltrennung in unserem Wohngebiet funktioniert nicht richtig - viele Nachbarn werfen alles zusammen in die Tonnen und es stinkt furchtbar. Können Sie bitte mehr Kontrollen machen oder bessere Aufklärung geben?,Bad Tabarz,Gemeinde,Thüringen,65+,female,migrant_non_eu,LAND_15_MW,Sachsen-Anhalt - Ministerium für Wirtschaft,Land,214,31,False,False,True,False,19,4,5,14,4,2,False,False,False,False
ISS_20250613034203_2643,2023-06-12 09:58:00,Verkehr,"Die Bushaltestelle an der Rheinstraße hat seit Monaten kein Wartehäuschen mehr, nachdem es bei einem Unfall beschädigt wurde. Bei Regen und Wind müssen Berufspendler und Schulkinder völlig ungeschützt warten, das ist unzumutbar.",Ransbach-Baumbach,Stadt,Rheinland-Pfalz,35-44,male,citizen,LAND_12_VM,Brandenburg - Ministerium für Verkehr,Land,228,32,True,False,False,False,9,0,12,24,6,2,False,True,True,False
ISS_20250613034042_9439,2024-09-09 22:29:00,Sicherheit,"Die Straßenbeleuchtung in der Bamberger Straße ist seit Wochen kaputt, nachts ist es dort stockdunkel. Als Vater mache ich mir Sorgen, wenn meine Kinder abends nach Hause kommen - das ist wirklich gefährlich geworden.",Strullendorf,Gemeinde,Bayern,35-44,male,migrant_eu,LAND_06_UM,Hessen - Ministerium für Umwelt,Land,217,34,True,False,False,False,22,0,9,37,9,3,False,False,False,False
ISS_20250613034033_7283,2024-04-23 07:24:00,Sicherheit,"Die Straßenbeleuchtung in der Dorfstraße ist seit Wochen kaputt, wodurch der Gehweg abends völlig dunkel ist. Als Mutter mit kleinen Kindern fühle ich mich sehr unsicher, wenn wir spät nach Hause kommen.",Wriedel,Gemeinde,Niedersachsen,35-44,diverse,citizen,LAND_09_UM,Bayern - Ministerium für Umwelt,Land,203,32,True,False,False,False,7,1,23,17,4,2,False,False,True,False
ISS_20250613033930_3654,2023-09-08 18:11:00,Wirtschaft,"Die Gewerbeanmeldung für meinen kleinen Laden dauert schon drei Monate, obwohl ich alle Unterlagen eingereicht habe. Meine Familie ist auf das Einkommen angewiesen und ich verstehe nicht, warum es so lange dauert.",Fleischwangen,Gemeinde,Baden-Württemberg,35-44,female,migrant_non_eu,LAND_05_FM,Nordrhein-Westfalen - Ministerium der Finanzen,Land,213,32,False,False,False,False,18,4,8,36,9,3,False,False,False,True
ISS_20250613033659_3096,2025-01-09 19:18:00,Migration,"Die Beratungsstelle für Migranten in unserem Ort hat nur einmal pro Woche geöffnet, das reicht nicht aus. Viele neue Mitbürger brauchen Hilfe bei Behördengängen und Formularen, aber die Wartezeiten sind viel zu lang.",Kleßen-Görne,Gemeinde,Brandenburg,65+,diverse,citizen,LAND_16_SM,Thüringen - Ministerium für Soziales,Land,216,33,False,False,False,False,19,3,9,2,1,1,False,False,False,False
ISS_20250613034009_2520,2024-04-08 15:18:00,Verkehr,"Die Bushaltestelle an der Berliner Straße hat keine Überdachung und bei Regen stehen wir völlig im Nassen. Außerdem kommt der Bus 38 morgens oft 10-15 Minuten zu spät, wodurch ich regelmäßig zu spät zur Arbeit komme.",Lehre,Gemeinde,Niedersachsen,25-34,female,citizen,LAND_06_VM,Hessen - Ministerium für Verkehr,Land,216,36,True,False,False,False,15,0,8,15,4,2,False,True,False,True
